Chunk,Density,Difficulty,SMB,KI
ki_chunk_86.txt,51.5625,37.5,0.0,1.0
ki_chunk_87.txt,64.0625,37.5,0.0,1.0
ki_chunk_88.txt,51.5625,37.5,0.0,1.0
ki_chunk_89.txt,51.5625,50.0,0.0,1.0
ki_chunk_9.txt,32.8125,0.0,0.0,1.0
ki_chunk_90.txt,64.0625,37.5,0.0,1.0
ki_chunk_91.txt,51.5625,37.5,0.0,1.0
ki_chunk_92.txt,51.5625,37.5,0.0,1.0
ki_chunk_93.txt,53.125,37.5,0.0,1.0
ki_chunk_94.txt,51.5625,37.5,0.0,1.0
ki_chunk_95.txt,51.5625,50.0,0.0,1.0
ki_chunk_96.txt,64.0625,37.5,0.0,1.0
ki_chunk_97.txt,51.5625,37.5,0.0,1.0
ki_chunk_98.txt,51.5625,50.0,0.0,1.0
ki_chunk_99.txt,64.0625,37.5,0.0,1.0
smb_chunk_0.txt,12.5,0.0,1.0,0.0
smb_chunk_1.txt,13.28125,0.0,1.0,0.0
smb_chunk_10.txt,17.96875,6.25,1.0,0.0
smb_chunk_100.txt,17.1875,6.25,1.0,0.0
smb_chunk_101.txt,16.40625,6.25,1.0,0.0
smb_chunk_102.txt,15.625,6.25,1.0,0.0
smb_chunk_103.txt,16.40625,6.25,1.0,0.0
smb_chunk_104.txt,16.40625,6.25,1.0,0.0
smb_chunk_105.txt,16.40625,6.25,1.0,0.0
smb_chunk_106.txt,17.1875,6.25,1.0,0.0
smb_chunk_107.txt,17.1875,0.0,1.0,0.0
smb_chunk_108.txt,17.96875,0.0,1.0,0.0
smb_chunk_109.txt,17.96875,6.25,1.0,0.0
smb_chunk_11.txt,17.96875,6.25,1.0,0.0
smb_chunk_110.txt,16.40625,12.5,1.0,0.0
smb_chunk_111.txt,16.40625,12.5,1.0,0.0
smb_chunk_112.txt,16.40625,18.75,1.0,0.0
smb_chunk_113.txt,16.40625,18.75,1.0,0.0
smb_chunk_114.txt,17.96875,25.0,1.0,0.0
smb_chunk_115.txt,19.53125,25.0,1.0,0.0
smb_chunk_116.txt,20.3125,25.0,1.0,0.0
smb_chunk_117.txt,20.3125,25.0,1.0,0.0
smb_chunk_118.txt,20.3125,25.0,1.0,0.0
smb_chunk_119.txt,20.3125,25.0,1.0,0.0
smb_chunk_12.txt,17.96875,6.25,1.0,0.0
smb_chunk_120.txt,21.875,25.0,1.0,0.0
smb_chunk_121.txt,24.21875,25.0,1.0,0.0
smb_chunk_122.txt,26.5625,25.0,1.0,0.0
smb_chunk_123.txt,25.78125,25.0,1.0,0.0
smb_chunk_124.txt,25.0,25.0,1.0,0.0
smb_chunk_125.txt,28.125,18.75,1.0,0.0
smb_chunk_126.txt,30.46875,12.5,1.0,0.0
smb_chunk_127.txt,32.03125,12.5,1.0,0.0
smb_chunk_128.txt,32.8125,6.25,1.0,0.0
smb_chunk_129.txt,32.03125,6.25,1.0,0.0
smb_chunk_13.txt,17.96875,6.25,1.0,0.0
smb_chunk_130.txt,30.46875,0.0,1.0,0.0
smb_chunk_131.txt,28.90625,0.0,1.0,0.0
smb_chunk_132.txt,28.125,0.0,1.0,0.0
smb_chunk_133.txt,28.90625,0.0,1.0,0.0
smb_chunk_134.txt,30.46875,0.0,1.0,0.0
smb_chunk_135.txt,32.03125,0.0,1.0,0.0
smb_chunk_136.txt,33.59375,0.0,1.0,0.0
smb_chunk_137.txt,34.375,0.0,1.0,0.0
smb_chunk_138.txt,30.46875,0.0,1.0,0.0
smb_chunk_139.txt,29.6875,0.0,1.0,0.0
smb_chunk_14.txt,17.96875,6.25,1.0,0.0
smb_chunk_140.txt,32.8125,0.0,1.0,0.0
smb_chunk_141.txt,32.03125,0.0,1.0,0.0
smb_chunk_142.txt,31.25,0.0,1.0,0.0
smb_chunk_143.txt,30.46875,0.0,1.0,0.0
smb_chunk_144.txt,29.6875,0.0,1.0,0.0
smb_chunk_145.txt,29.6875,0.0,1.0,0.0
smb_chunk_146.txt,29.6875,0.0,1.0,0.0
smb_chunk_147.txt,29.6875,0.0,1.0,0.0
smb_chunk_148.txt,29.6875,0.0,1.0,0.0
smb_chunk_149.txt,28.90625,0.0,1.0,0.0
smb_chunk_15.txt,17.96875,6.25,1.0,0.0
smb_chunk_150.txt,27.34375,0.0,1.0,0.0
smb_chunk_151.txt,25.0,0.0,1.0,0.0
smb_chunk_152.txt,21.875,0.0,1.0,0.0
smb_chunk_153.txt,19.53125,0.0,1.0,0.0
smb_chunk_154.txt,21.09375,0.0,1.0,0.0
smb_chunk_155.txt,22.65625,0.0,1.0,0.0
smb_chunk_156.txt,20.3125,0.0,1.0,0.0
smb_chunk_157.txt,17.96875,0.0,1.0,0.0
smb_chunk_158.txt,16.40625,0.0,1.0,0.0
smb_chunk_159.txt,15.625,6.25,1.0,0.0
smb_chunk_16.txt,17.96875,6.25,1.0,0.0
smb_chunk_160.txt,15.625,12.5,1.0,0.0
smb_chunk_161.txt,15.625,12.5,1.0,0.0
smb_chunk_162.txt,15.625,12.5,1.0,0.0
smb_chunk_163.txt,15.625,12.5,1.0,0.0
smb_chunk_164.txt,15.625,12.5,1.0,0.0
smb_chunk_165.txt,15.625,12.5,1.0,0.0
smb_chunk_166.txt,16.40625,12.5,1.0,0.0
smb_chunk_167.txt,17.96875,12.5,1.0,0.0
smb_chunk_168.txt,20.3125,12.5,1.0,0.0
smb_chunk_169.txt,22.65625,12.5,1.0,0.0
smb_chunk_17.txt,17.1875,6.25,1.0,0.0
smb_chunk_170.txt,25.78125,12.5,1.0,0.0
smb_chunk_171.txt,29.6875,12.5,1.0,0.0
smb_chunk_172.txt,34.375,12.5,1.0,0.0
smb_chunk_173.txt,40.625,12.5,1.0,0.0
smb_chunk_174.txt,46.875,12.5,1.0,0.0
smb_chunk_175.txt,46.875,6.25,1.0,0.0
smb_chunk_176.txt,46.875,0.0,1.0,0.0
smb_chunk_177.txt,46.875,0.0,1.0,0.0
smb_chunk_178.txt,46.875,0.0,1.0,0.0
smb_chunk_179.txt,46.875,0.0,1.0,0.0
smb_chunk_18.txt,17.1875,6.25,1.0,0.0
smb_chunk_180.txt,46.875,0.0,1.0,0.0
smb_chunk_181.txt,46.875,0.0,1.0,0.0
smb_chunk_182.txt,46.09375,0.0,1.0,0.0
smb_chunk_183.txt,45.3125,0.0,1.0,0.0
smb_chunk_184.txt,42.96875,0.0,1.0,0.0
smb_chunk_185.txt,39.84375,0.0,1.0,0.0
smb_chunk_186.txt,35.9375,0.0,1.0,0.0
smb_chunk_19.txt,17.1875,6.25,1.0,0.0
smb_chunk_2.txt,13.28125,0.0,1.0,0.0
smb_chunk_20.txt,17.1875,6.25,1.0,0.0
smb_chunk_21.txt,16.40625,6.25,1.0,0.0
smb_chunk_22.txt,15.625,0.0,1.0,0.0
smb_chunk_23.txt,14.0625,0.0,1.0,0.0
smb_chunk_24.txt,13.28125,0.0,1.0,0.0
smb_chunk_25.txt,12.5,0.0,1.0,0.0
smb_chunk_26.txt,12.5,6.25,1.0,0.0
smb_chunk_27.txt,12.5,6.25,1.0,0.0
smb_chunk_28.txt,12.5,6.25,1.0,0.0
smb_chunk_29.txt,12.5,6.25,1.0,0.0
smb_chunk_3.txt,13.28125,0.0,1.0,0.0
smb_chunk_30.txt,12.5,6.25,1.0,0.0
smb_chunk_31.txt,12.5,6.25,1.0,0.0
smb_chunk_32.txt,12.5,6.25,1.0,0.0
smb_chunk_33.txt,12.5,6.25,1.0,0.0
smb_chunk_34.txt,12.5,6.25,1.0,0.0
smb_chunk_35.txt,12.5,6.25,1.0,0.0
smb_chunk_36.txt,12.5,6.25,1.0,0.0
smb_chunk_37.txt,12.5,6.25,1.0,0.0
smb_chunk_38.txt,12.5,12.5,1.0,0.0
smb_chunk_39.txt,12.5,12.5,1.0,0.0
smb_chunk_4.txt,13.28125,0.0,1.0,0.0
smb_chunk_40.txt,12.5,18.75,1.0,0.0
smb_chunk_41.txt,12.5,18.75,1.0,0.0
smb_chunk_42.txt,12.5,12.5,1.0,0.0
smb_chunk_43.txt,12.5,12.5,1.0,0.0
smb_chunk_44.txt,12.5,12.5,1.0,0.0
smb_chunk_45.txt,12.5,12.5,1.0,0.0
smb_chunk_46.txt,12.5,12.5,1.0,0.0
smb_chunk_47.txt,12.5,12.5,1.0,0.0
smb_chunk_48.txt,12.5,12.5,1.0,0.0
smb_chunk_49.txt,13.28125,12.5,1.0,0.0
smb_chunk_5.txt,14.0625,0.0,1.0,0.0
smb_chunk_50.txt,13.28125,12.5,1.0,0.0
smb_chunk_51.txt,13.28125,12.5,1.0,0.0
smb_chunk_52.txt,13.28125,12.5,1.0,0.0
smb_chunk_53.txt,13.28125,12.5,1.0,0.0
smb_chunk_54.txt,12.5,6.25,1.0,0.0
smb_chunk_55.txt,11.71875,6.25,1.0,0.0
smb_chunk_56.txt,11.71875,0.0,1.0,0.0
smb_chunk_57.txt,11.71875,0.0,1.0,0.0
smb_chunk_58.txt,11.71875,0.0,1.0,0.0
smb_chunk_59.txt,11.71875,0.0,1.0,0.0
smb_chunk_6.txt,14.84375,6.25,1.0,0.0
smb_chunk_60.txt,11.71875,0.0,1.0,0.0
smb_chunk_61.txt,11.71875,0.0,1.0,0.0
smb_chunk_62.txt,12.5,0.0,1.0,0.0
smb_chunk_63.txt,13.28125,0.0,1.0,0.0
smb_chunk_64.txt,14.0625,6.25,1.0,0.0
smb_chunk_65.txt,14.0625,6.25,1.0,0.0
smb_chunk_66.txt,14.84375,6.25,1.0,0.0
smb_chunk_67.txt,15.625,12.5,1.0,0.0
smb_chunk_68.txt,16.40625,12.5,1.0,0.0
smb_chunk_69.txt,17.1875,12.5,1.0,0.0
smb_chunk_7.txt,16.40625,6.25,1.0,0.0
smb_chunk_70.txt,18.75,12.5,1.0,0.0
smb_chunk_71.txt,19.53125,12.5,1.0,0.0
smb_chunk_72.txt,19.53125,12.5,1.0,0.0
smb_chunk_73.txt,18.75,12.5,1.0,0.0
smb_chunk_74.txt,18.75,12.5,1.0,0.0
smb_chunk_75.txt,18.75,12.5,1.0,0.0
smb_chunk_76.txt,19.53125,12.5,1.0,0.0
smb_chunk_77.txt,20.3125,12.5,1.0,0.0
smb_chunk_78.txt,20.3125,12.5,1.0,0.0
smb_chunk_79.txt,21.09375,12.5,1.0,0.0
smb_chunk_8.txt,17.1875,6.25,1.0,0.0
smb_chunk_80.txt,20.3125,12.5,1.0,0.0
smb_chunk_81.txt,19.53125,12.5,1.0,0.0
smb_chunk_82.txt,18.75,18.75,1.0,0.0
smb_chunk_83.txt,17.96875,12.5,1.0,0.0
smb_chunk_84.txt,17.1875,12.5,1.0,0.0
smb_chunk_85.txt,17.1875,12.5,1.0,0.0
smb_chunk_86.txt,17.1875,12.5,1.0,0.0
smb_chunk_87.txt,17.1875,12.5,1.0,0.0
smb_chunk_88.txt,17.1875,12.5,1.0,0.0
smb_chunk_89.txt,17.96875,12.5,1.0,0.0
smb_chunk_9.txt,17.96875,6.25,1.0,0.0
smb_chunk_90.txt,17.96875,12.5,1.0,0.0
smb_chunk_91.txt,18.75,18.75,1.0,0.0
smb_chunk_92.txt,17.96875,18.75,1.0,0.0
smb_chunk_93.txt,17.1875,18.75,1.0,0.0
smb_chunk_94.txt,17.96875,18.75,1.0,0.0
smb_chunk_95.txt,16.40625,18.75,1.0,0.0
smb_chunk_96.txt,16.40625,12.5,1.0,0.0
smb_chunk_97.txt,17.1875,12.5,1.0,0.0
smb_chunk_98.txt,17.1875,6.25,1.0,0.0
smb_chunk_99.txt,17.1875,6.25,1.0,0.0
