Chunk,Density,Difficulty,SMB,KI
smb_chunk_130.txt,15.234375,0,1,0
smb_chunk_131.txt,14.453125,0,1,0
smb_chunk_132.txt,14.0625,0,1,0
smb_chunk_133.txt,14.453125,0,1,0
smb_chunk_134.txt,15.234375,0,1,0
smb_chunk_135.txt,16.015625,0,1,0
smb_chunk_136.txt,16.796875,0,1,0
smb_chunk_137.txt,17.1875,0,1,0
smb_chunk_138.txt,15.234375,0,1,0
smb_chunk_139.txt,14.84375,0,1,0
smb_chunk_14.txt,8.984375,0.390625,1,0
smb_chunk_140.txt,16.40625,0,1,0
smb_chunk_141.txt,16.015625,0,1,0
smb_chunk_142.txt,15.625,0,1,0
smb_chunk_143.txt,15.234375,0,1,0
smb_chunk_144.txt,14.84375,0,1,0
smb_chunk_145.txt,14.84375,0,1,0
smb_chunk_146.txt,14.84375,0,1,0
smb_chunk_147.txt,14.84375,0,1,0
smb_chunk_148.txt,14.84375,0,1,0
smb_chunk_149.txt,14.453125,0,1,0
smb_chunk_15.txt,8.984375,0.390625,1,0
smb_chunk_150.txt,13.671875,0,1,0
smb_chunk_151.txt,12.5,0,1,0
smb_chunk_152.txt,10.9375,0,1,0
smb_chunk_153.txt,9.765625,0,1,0
smb_chunk_154.txt,10.546875,0,1,0
smb_chunk_155.txt,11.328125,0,1,0
smb_chunk_156.txt,10.15625,0,1,0
smb_chunk_157.txt,8.984375,0,1,0
smb_chunk_158.txt,8.203125,0,1,0
smb_chunk_159.txt,7.8125,0.390625,1,0
smb_chunk_16.txt,8.984375,0.390625,1,0
smb_chunk_160.txt,7.8125,0.78125,1,0
smb_chunk_161.txt,7.8125,0.78125,1,0
smb_chunk_162.txt,7.8125,0.78125,1,0
smb_chunk_163.txt,7.8125,0.78125,1,0
smb_chunk_164.txt,7.8125,0.78125,1,0
smb_chunk_165.txt,7.8125,0.78125,1,0
smb_chunk_166.txt,8.203125,0.78125,1,0
smb_chunk_167.txt,8.984375,0.78125,1,0
smb_chunk_168.txt,10.15625,0.78125,1,0
smb_chunk_169.txt,11.328125,0.78125,1,0
smb_chunk_17.txt,8.59375,0.390625,1,0
smb_chunk_170.txt,12.890625,0.78125,1,0
smb_chunk_171.txt,14.84375,0.78125,1,0
smb_chunk_172.txt,17.1875,0.78125,1,0
smb_chunk_173.txt,20.3125,0.78125,1,0
smb_chunk_174.txt,23.4375,0.78125,1,0
smb_chunk_175.txt,23.4375,0.390625,1,0
smb_chunk_176.txt,23.4375,0,1,0
smb_chunk_177.txt,23.4375,0,1,0
smb_chunk_178.txt,23.4375,0,1,0
smb_chunk_179.txt,23.4375,0,1,0
smb_chunk_18.txt,8.59375,0.390625,1,0
smb_chunk_180.txt,23.4375,0,1,0
smb_chunk_181.txt,23.4375,0,1,0
smb_chunk_182.txt,23.046875,0,1,0
smb_chunk_183.txt,22.65625,0,1,0
smb_chunk_184.txt,21.484375,0,1,0
smb_chunk_185.txt,19.921875,0,1,0
smb_chunk_186.txt,17.96875,0,1,0
smb_chunk_19.txt,8.59375,0.390625,1,0
smb_chunk_2.txt,6.640625,0,1,0
smb_chunk_20.txt,8.59375,0.390625,1,0
smb_chunk_21.txt,8.203125,0.390625,1,0
smb_chunk_22.txt,7.8125,0,1,0
smb_chunk_23.txt,7.03125,0,1,0
smb_chunk_24.txt,6.640625,0,1,0
smb_chunk_25.txt,6.25,0,1,0
smb_chunk_26.txt,6.25,0.390625,1,0
smb_chunk_27.txt,6.25,0.390625,1,0
smb_chunk_28.txt,6.25,0.390625,1,0
smb_chunk_29.txt,6.25,0.390625,1,0
smb_chunk_3.txt,6.640625,0,1,0
smb_chunk_30.txt,6.25,0.390625,1,0
smb_chunk_31.txt,6.25,0.390625,1,0
smb_chunk_32.txt,6.25,0.390625,1,0
smb_chunk_33.txt,6.25,0.390625,1,0
smb_chunk_34.txt,6.25,0.390625,1,0
smb_chunk_35.txt,6.25,0.390625,1,0
smb_chunk_36.txt,6.25,0.390625,1,0
smb_chunk_37.txt,6.25,0.390625,1,0
smb_chunk_38.txt,6.25,0.78125,1,0
smb_chunk_39.txt,6.25,0.78125,1,0
smb_chunk_4.txt,6.640625,0,1,0
smb_chunk_40.txt,6.25,1.171875,1,0
smb_chunk_41.txt,6.25,1.171875,1,0
smb_chunk_42.txt,6.25,0.78125,1,0
smb_chunk_43.txt,6.25,0.78125,1,0
smb_chunk_44.txt,6.25,0.78125,1,0
smb_chunk_45.txt,6.25,0.78125,1,0
smb_chunk_46.txt,6.25,0.78125,1,0
smb_chunk_47.txt,6.25,0.78125,1,0
smb_chunk_48.txt,6.25,0.78125,1,0
smb_chunk_49.txt,6.640625,0.78125,1,0
smb_chunk_5.txt,7.03125,0,1,0
smb_chunk_50.txt,6.640625,0.78125,1,0
smb_chunk_51.txt,6.640625,0.78125,1,0
smb_chunk_52.txt,6.640625,0.78125,1,0
smb_chunk_53.txt,6.640625,0.78125,1,0
smb_chunk_54.txt,6.25,0.390625,1,0
smb_chunk_55.txt,5.859375,0.390625,1,0
smb_chunk_56.txt,5.859375,0,1,0
smb_chunk_57.txt,5.859375,0,1,0
smb_chunk_58.txt,5.859375,0,1,0
smb_chunk_59.txt,5.859375,0,1,0
smb_chunk_6.txt,7.421875,0.390625,1,0
smb_chunk_60.txt,5.859375,0,1,0
smb_chunk_61.txt,5.859375,0,1,0
smb_chunk_62.txt,6.25,0,1,0
smb_chunk_63.txt,6.640625,0,1,0
smb_chunk_64.txt,7.03125,0.390625,1,0
smb_chunk_65.txt,7.03125,0.390625,1,0
smb_chunk_66.txt,7.421875,0.390625,1,0
smb_chunk_67.txt,7.8125,0.78125,1,0
smb_chunk_68.txt,8.203125,0.78125,1,0
smb_chunk_69.txt,8.59375,0.78125,1,0
smb_chunk_7.txt,8.203125,0.390625,1,0
smb_chunk_70.txt,9.375,0.78125,1,0
smb_chunk_71.txt,9.765625,0.78125,1,0
smb_chunk_72.txt,9.765625,0.78125,1,0
smb_chunk_73.txt,9.375,0.78125,1,0
smb_chunk_74.txt,9.375,0.78125,1,0
smb_chunk_75.txt,9.375,0.78125,1,0
smb_chunk_76.txt,9.765625,0.78125,1,0
smb_chunk_77.txt,10.15625,0.78125,1,0
smb_chunk_78.txt,10.15625,0.78125,1,0
smb_chunk_79.txt,10.546875,0.78125,1,0
smb_chunk_8.txt,8.59375,0.390625,1,0
smb_chunk_80.txt,10.15625,0.78125,1,0
smb_chunk_81.txt,9.765625,0.78125,1,0
smb_chunk_82.txt,9.375,1.171875,1,0
smb_chunk_83.txt,8.984375,0.78125,1,0
smb_chunk_84.txt,8.59375,0.78125,1,0
smb_chunk_85.txt,8.59375,0.78125,1,0
smb_chunk_86.txt,8.59375,0.78125,1,0
smb_chunk_87.txt,8.59375,0.78125,1,0
smb_chunk_88.txt,8.59375,0.78125,1,0
smb_chunk_89.txt,8.984375,0.78125,1,0
smb_chunk_9.txt,8.984375,0.390625,1,0
smb_chunk_90.txt,8.984375,0.78125,1,0
smb_chunk_91.txt,9.375,1.171875,1,0
smb_chunk_92.txt,8.984375,1.171875,1,0
smb_chunk_93.txt,8.59375,1.171875,1,0
smb_chunk_94.txt,8.984375,1.171875,1,0
smb_chunk_95.txt,8.203125,1.171875,1,0
smb_chunk_96.txt,8.203125,0.78125,1,0
smb_chunk_97.txt,8.59375,0.78125,1,0
smb_chunk_98.txt,8.59375,0.390625,1,0
smb_chunk_99.txt,8.59375,0.390625,1,0
